,customer_id,product_id,interaction_type,interaction_date
62172,CID0752,P2181,viewed,2024-06-30
62173,CID0060,P5002,clicked,2024-01-29
62174,CID0945,P5002,clicked,2024-01-13
62175,CID0717,P9488,purchased,2024-04-27
62176,CID0099,P8218,viewed,2024-09-18
62177,CID0344,P5741,purchased,2024-06-19
62178,CID0710,P5640,purchased,2024-08-04
62179,CID0104,P6493,viewed,2024-01-29
62180,CID0945,P9202,viewed,2024-09-22
62181,CID0407,P9633,viewed,2024-08-22
62182,CID0018,P4949,viewed,2024-09-22
62183,CID0957,P9842,clicked,2024-07-19
62184,CID0906,P4587,viewed,2024-04-03
62185,CID0432,P9488,clicked,2024-02-18
62186,CID0557,P6184,viewed,2024-04-02
62187,CID0730,P3997,purchased,2024-02-17
62188,CID0409,P6608,purchased,2024-09-11
62189,CID0372,P3576,clicked,2024-09-22
62190,CID0577,P5728,clicked,2024-04-13
62191,CID0544,P5994,clicked,2024-08-11
62192,CID0786,P2181,clicked,2024-08-07
62193,CID0415,P9488,clicked,2024-06-11
62194,CID0213,P6608,viewed,2024-09-09
62195,CID0275,P5994,purchased,2024-06-09
62196,CID0037,P9854,purchased,2024-04-22
62197,CID0048,P9488,clicked,2024-04-10
62198,CID0113,P4531,purchased,2024-07-19
62199,CID0331,P9854,purchased,2024-08-16
62200,CID0648,P1284,purchased,2024-05-04
62201,CID0870,P5002,purchased,2024-09-17
62202,CID0054,P6344,clicked,2024-04-06
62203,CID0773,P1689,purchased,2024-08-16
62204,CID0220,P5640,viewed,2024-03-01
62205,CID0235,P4949,clicked,2024-05-06
62206,CID0489,P7308,purchased,2024-01-14
62207,CID0161,P7189,purchased,2024-02-15
62208,CID0718,P5728,purchased,2024-04-12
62209,CID0722,P6608,purchased,2024-04-16
62210,CID0736,P6839,viewed,2024-08-28
62211,CID0123,P1112,purchased,2024-02-13
62212,CID0770,P6422,clicked,2024-01-02
62213,CID0260,P1689,purchased,2024-04-23
62214,CID0380,P7189,clicked,2024-05-04
62215,CID0846,P2181,purchased,2024-03-25
62216,CID0698,P1484,clicked,2024-02-07
62217,CID0933,P9202,clicked,2024-05-09
62218,CID0814,P1484,purchased,2024-07-20
62219,CID0413,P6608,purchased,2024-05-04
62220,CID0391,P1112,viewed,2024-07-08
62221,CID0545,P5741,purchased,2024-08-08
62222,CID0041,P8218,purchased,2024-08-17
62223,CID0857,P7893,clicked,2024-05-13
62224,CID0653,P9068,purchased,2024-02-27
62225,CID0405,P9813,clicked,2024-04-26
62226,CID0719,P9068,viewed,2024-09-14
62227,CID0418,P7189,purchased,2024-09-14
62228,CID0624,P9068,clicked,2024-03-26
62229,CID0300,P6603,clicked,2024-03-12
62230,CID0269,P8218,purchased,2024-06-27
62231,CID0717,P4587,viewed,2024-01-08
62232,CID0460,P7513,clicked,2024-07-14
62233,CID0447,P6344,clicked,2024-02-08
62234,CID0956,P1484,clicked,2024-09-09
62235,CID0082,P4949,viewed,2024-05-14
62236,CID0020,P6493,purchased,2024-06-30
62237,CID0283,P5669,viewed,2024-08-05
62238,CID0603,P3665,viewed,2024-04-30
62239,CID0823,P6422,clicked,2024-03-15
62240,CID0109,P8191,purchased,2024-04-11
62241,CID0138,P9854,clicked,2024-06-15
62242,CID0674,P6184,purchased,2024-02-03
62243,CID0240,P7629,purchased,2024-05-16
62244,CID0905,P6184,viewed,2024-04-04
62245,CID0620,P9813,clicked,2024-04-17
62246,CID0827,P1284,purchased,2024-05-23
62247,CID0092,P4531,purchased,2024-07-27
62248,CID0749,P1615,viewed,2024-02-13
62249,CID0363,P7189,clicked,2024-02-09
62250,CID0180,P4531,viewed,2024-05-18
62251,CID0808,P9633,viewed,2024-02-02
62252,CID0051,P7893,clicked,2024-03-08
62253,CID0762,P1484,purchased,2024-05-27
62254,CID0061,P3665,purchased,2024-08-28
62255,CID0276,P4949,purchased,2024-03-25
62256,CID0692,P6493,viewed,2024-05-11
62257,CID0202,P9488,purchased,2024-07-27
62258,CID0741,P8282,clicked,2024-09-20
62259,CID0510,P8191,viewed,2024-09-23
62260,CID0670,P9813,purchased,2024-03-22
62261,CID0934,P1539,purchased,2024-02-28
62262,CID0851,P9202,purchased,2024-02-27
62263,CID0896,P9842,purchased,2024-09-18
62264,CID0405,P6344,viewed,2024-02-13
62265,CID0557,P9068,viewed,2024-02-09
62266,CID0230,P5640,viewed,2024-04-17
62267,CID0754,P6344,clicked,2024-04-30
62268,CID0414,P4587,viewed,2024-09-23
62269,CID0563,P9488,viewed,2024-06-16
62270,CID0544,P7189,viewed,2024-05-07
62271,CID0439,P5002,viewed,2024-01-27
62272,CID0120,P9488,clicked,2024-04-11
62273,CID0874,P9488,viewed,2024-05-25
62274,CID0801,P9813,viewed,2024-05-14
62275,CID0731,P6493,clicked,2024-05-27
62276,CID0315,P5640,viewed,2024-05-07
62277,CID0129,P6184,viewed,2024-03-07
62278,CID0979,P5640,purchased,2024-02-02
62279,CID0125,P9068,viewed,2024-05-14
62280,CID0098,P7189,viewed,2024-03-15
62281,CID0881,P9854,clicked,2024-07-25
62282,CID0010,P5085,purchased,2024-04-07
62283,CID0415,P1689,clicked,2024-01-17
62284,CID0895,P8282,viewed,2024-02-10
62285,CID0219,P8191,purchased,2024-08-07
62286,CID0796,P1512,viewed,2024-01-16
62287,CID0029,P5085,purchased,2024-04-29
62288,CID0141,P8191,clicked,2024-07-31
62289,CID0665,P6608,purchased,2024-09-21
62290,CID0388,P4587,purchased,2024-07-20
62291,CID0920,P5669,purchased,2024-09-21
62292,CID0438,P9068,viewed,2024-02-25
62293,CID0066,P7189,purchased,2024-07-11
62294,CID0155,P5669,viewed,2024-03-05
62295,CID0084,P8104,purchased,2024-02-27
62296,CID0745,P5728,clicked,2024-03-29
62297,CID0921,P3576,purchased,2024-07-23
62298,CID0727,P8741,purchased,2024-05-28
62299,CID0750,P7513,viewed,2024-01-10
62300,CID0793,P2181,clicked,2024-06-15
62301,CID0241,P6184,viewed,2024-06-01
62302,CID0093,P6493,clicked,2024-06-14
62303,CID0756,P8741,purchased,2024-09-22
62304,CID0172,P5741,clicked,2024-06-02
62305,CID0359,P5994,viewed,2024-09-01
62306,CID0922,P6608,viewed,2024-04-02
62307,CID0848,P6493,viewed,2024-07-05
62308,CID0060,P7308,clicked,2024-02-14
62309,CID0745,P5640,viewed,2024-01-18
62310,CID0286,P6344,viewed,2024-04-07
62311,CID0132,P1284,viewed,2024-08-11
62312,CID0981,P3696,clicked,2024-02-01
62313,CID0516,P5672,purchased,2024-06-11
62314,CID0569,P3576,purchased,2024-05-14
62315,CID0619,P7189,clicked,2024-05-28
62316,CID0777,P9089,purchased,2024-06-06
62317,CID0396,P5741,viewed,2024-01-09
62318,CID0328,P4531,clicked,2024-07-17
62319,CID0367,P3106,viewed,2024-01-21
62320,CID0815,P5672,clicked,2024-03-03
62321,CID0510,P4587,purchased,2024-03-01
62322,CID0670,P9633,viewed,2024-08-27
62323,CID0943,P9842,clicked,2024-03-13
62324,CID0937,P9089,viewed,2024-01-06
62325,CID0441,P6603,purchased,2024-06-24
62326,CID0798,P3696,clicked,2024-03-16
62327,CID0960,P7308,purchased,2024-07-13
62328,CID0301,P3576,viewed,2024-08-31
62329,CID0248,P5640,purchased,2024-08-21
62330,CID0931,P1512,viewed,2024-03-09
62331,CID0499,P6184,clicked,2024-07-01
62332,CID0783,P3665,clicked,2024-01-14
62333,CID0184,P8741,purchased,2024-01-02
62334,CID0948,P1284,purchased,2024-04-02
62335,CID0412,P1112,purchased,2024-04-12
62336,CID0582,P3696,purchased,2024-05-21
62337,CID0419,P1284,viewed,2024-02-23
62338,CID0086,P6184,viewed,2024-07-10
62339,CID0759,P9202,viewed,2024-02-04
62340,CID0712,P8741,clicked,2024-04-03
62341,CID0397,P3696,clicked,2024-04-12
62342,CID0437,P1284,viewed,2024-06-15
62343,CID0933,P5728,clicked,2024-09-19
62344,CID0943,P5994,clicked,2024-08-17
62345,CID0541,P8741,viewed,2024-01-09
62346,CID0191,P5728,viewed,2024-01-04
62347,CID0607,P6839,purchased,2024-04-24
62348,CID0503,P6839,clicked,2024-08-18
62349,CID0135,P6422,clicked,2024-08-06
62350,CID0810,P6608,clicked,2024-06-28
62351,CID0995,P7308,purchased,2024-08-05
62352,CID0601,P6184,viewed,2024-04-22
62353,CID0406,P8218,clicked,2024-04-23
62354,CID0191,P9202,viewed,2024-07-14
62355,CID0328,P1484,clicked,2024-01-04
62356,CID0517,P1284,viewed,2024-01-23
62357,CID0279,P4531,viewed,2024-01-11
62358,CID0534,P6603,purchased,2024-02-17
62359,CID0596,P6184,purchased,2024-04-08
62360,CID0189,P3696,purchased,2024-05-08
62361,CID0698,P1484,clicked,2024-07-25
62362,CID0619,P9068,viewed,2024-03-30
62363,CID0045,P9813,clicked,2024-02-15
62364,CID0515,P9089,clicked,2024-04-20
62365,CID0712,P8218,clicked,2024-01-28
62366,CID0746,P1615,purchased,2024-05-03
62367,CID0916,P1112,clicked,2024-08-27
62368,CID0628,P4949,viewed,2024-04-07
62369,CID0480,P8282,clicked,2024-04-24
62370,CID0935,P9854,viewed,2024-05-02
62371,CID0831,P8741,purchased,2024-07-06
62372,CID0393,P8218,clicked,2024-01-27
62373,CID0104,P7893,clicked,2024-07-09
62374,CID0140,P9633,viewed,2024-09-18
62375,CID0193,P6344,clicked,2024-02-24
62376,CID0944,P8218,viewed,2024-03-06
62377,CID0716,P5728,clicked,2024-03-16
62378,CID0408,P7629,clicked,2024-08-28
62379,CID0655,P1689,viewed,2024-07-21
62380,CID0610,P9202,purchased,2024-01-18
62381,CID0506,P5672,purchased,2024-04-01
62382,CID0296,P5728,clicked,2024-05-03
62383,CID0591,P9488,purchased,2024-02-16
62384,CID0679,P7629,purchased,2024-01-09
62385,CID0017,P7308,viewed,2024-08-01
62386,CID0251,P5672,viewed,2024-06-06
62387,CID0452,P9488,clicked,2024-03-06
62388,CID0576,P3106,purchased,2024-04-26
62389,CID0774,P3106,clicked,2024-03-24
62390,CID0292,P5672,purchased,2024-09-21
62391,CID0860,P8191,purchased,2024-08-02
62392,CID0186,P7189,viewed,2024-04-19
62393,CID0787,P3696,viewed,2024-09-17
62394,CID0633,P3997,purchased,2024-01-02
62395,CID0222,P6344,clicked,2024-09-23
62396,CID0934,P5728,viewed,2024-05-02
62397,CID0160,P6184,viewed,2024-09-03
62398,CID0199,P7513,viewed,2024-05-22
62399,CID0553,P6839,viewed,2024-09-11
62400,CID0192,P1112,purchased,2024-01-23
62401,CID0792,P5741,purchased,2024-04-08
62402,CID0979,P7189,purchased,2024-02-01
62403,CID0730,P8218,purchased,2024-06-26
62404,CID0058,P9854,purchased,2024-04-05
62405,CID0934,P9089,viewed,2024-01-29
62406,CID0345,P7629,clicked,2024-07-10
62407,CID0969,P3576,purchased,2024-07-31
62408,CID0883,P5085,purchased,2024-06-16
62409,CID0856,P5640,viewed,2024-07-20
62410,CID0532,P4949,viewed,2024-07-03
62411,CID0381,P6344,viewed,2024-03-18
62412,CID0054,P4531,viewed,2024-08-08
62413,CID0414,P1689,viewed,2024-03-03
62414,CID0433,P8104,clicked,2024-04-09
62415,CID0904,P5728,clicked,2024-06-06
62416,CID0866,P5002,clicked,2024-08-28
62417,CID0036,P2181,clicked,2024-05-26
62418,CID0856,P6184,viewed,2024-04-15
62419,CID0410,P6344,viewed,2024-03-30
62420,CID0888,P3576,clicked,2024-08-04
62421,CID0380,P7308,purchased,2024-08-13
62422,CID0558,P1689,purchased,2024-02-14
62423,CID0154,P9089,clicked,2024-08-30
62424,CID0564,P4949,clicked,2024-03-03
62425,CID0667,P9842,viewed,2024-07-06
62426,CID0561,P9633,clicked,2024-07-17
62427,CID0417,P8104,purchased,2024-03-28
62428,CID0524,P7893,purchased,2024-05-10
62429,CID0160,P4949,viewed,2024-03-11
62430,CID0737,P1615,clicked,2024-08-07
62431,CID0214,P1512,purchased,2024-01-01
62432,CID0296,P9854,clicked,2024-09-20
62433,CID0930,P9068,purchased,2024-07-04
62434,CID0307,P6422,viewed,2024-09-22
62435,CID0827,P9202,purchased,2024-06-12
62436,CID0891,P9633,viewed,2024-07-16
62437,CID0862,P6603,clicked,2024-07-10
62438,CID0997,P8282,viewed,2024-08-08
62439,CID0754,P6344,purchased,2024-06-11
62440,CID0706,P9488,purchased,2024-02-23
62441,CID0813,P1689,viewed,2024-05-03
62442,CID0411,P5728,viewed,2024-04-07
62443,CID0822,P1112,viewed,2024-08-08
62444,CID0549,P5640,purchased,2024-03-24
62445,CID0870,P3106,clicked,2024-09-04
62446,CID0135,P8282,purchased,2024-08-01
62447,CID0053,P3576,clicked,2024-02-01
62448,CID0471,P8282,purchased,2024-06-06
62449,CID0915,P6344,purchased,2024-09-08
62450,CID0685,P3997,viewed,2024-08-28
62451,CID0524,P9089,viewed,2024-07-22
62452,CID0782,P6839,clicked,2024-07-04
62453,CID0062,P6493,clicked,2024-09-23
62454,CID0040,P3576,purchased,2024-05-30
62455,CID0662,P6839,purchased,2024-02-06
62456,CID0011,P9633,clicked,2024-01-13
62457,CID0154,P7513,purchased,2024-07-23
62458,CID0461,P8218,purchased,2024-01-02
62459,CID0436,P7893,purchased,2024-07-07
62460,CID0781,P8282,purchased,2024-03-13
62461,CID0662,P6839,purchased,2024-02-13
62462,CID0727,P8191,clicked,2024-06-22
62463,CID0767,P6603,purchased,2024-06-29
62464,CID0568,P6603,clicked,2024-03-09
62465,CID0406,P1112,purchased,2024-03-15
62466,CID0960,P3696,clicked,2024-05-25
62467,CID0803,P9488,clicked,2024-07-31
62468,CID0952,P1484,viewed,2024-05-21
62469,CID0663,P6422,purchased,2024-08-11
62470,CID0744,P6603,clicked,2024-08-07
62471,CID0288,P3665,viewed,2024-03-25
62472,CID0348,P1484,clicked,2024-05-30
62473,CID0347,P7629,purchased,2024-01-29
62474,CID0207,P5994,purchased,2024-05-12
62475,CID0711,P8218,clicked,2024-04-21
62476,CID0538,P8282,purchased,2024-02-20
62477,CID0380,P5741,purchased,2024-06-18
62478,CID0212,P1689,clicked,2024-09-13
62479,CID0363,P8282,purchased,2024-07-01
62480,CID0996,P4949,purchased,2024-01-27
62481,CID0357,P9813,clicked,2024-08-29
62482,CID0114,P9633,purchased,2024-08-16
62483,CID0681,P5728,viewed,2024-01-11
62484,CID0886,P3106,viewed,2024-06-25
62485,CID0434,P1112,viewed,2024-03-04
62486,CID0413,P3997,purchased,2024-06-11
62487,CID0227,P6839,viewed,2024-07-05
62488,CID0971,P7308,viewed,2024-01-03
62489,CID0020,P5002,purchased,2024-09-17
62490,CID0158,P5669,viewed,2024-02-02
62491,CID0643,P1512,purchased,2024-01-26
62492,CID0280,P3106,viewed,2024-02-03
62493,CID0432,P5002,clicked,2024-09-22
62494,CID0482,P3106,clicked,2024-02-05
62495,CID0100,P7629,viewed,2024-02-27
62496,CID0362,P9842,purchased,2024-03-24
62497,CID0715,P6839,viewed,2024-06-10
62498,CID0240,P4587,viewed,2024-05-13
62499,CID0184,P5672,viewed,2024-07-21
62500,CID0086,P7513,clicked,2024-03-08
62501,CID0094,P5994,viewed,2024-01-23
62502,CID0336,P6608,clicked,2024-04-10
62503,CID0948,P5672,purchased,2024-05-26
62504,CID0197,P5002,purchased,2024-06-17
62505,CID0684,P7629,viewed,2024-06-01
62506,CID0204,P8218,clicked,2024-04-23
62507,CID0483,P3665,viewed,2024-06-10
62508,CID0222,P4531,viewed,2024-06-12
62509,CID0124,P8191,clicked,2024-06-25
62510,CID0127,P1484,viewed,2024-09-11
62511,CID0787,P9488,viewed,2024-06-29
62512,CID0797,P6603,clicked,2024-03-14
62513,CID0276,P1615,purchased,2024-05-15
62514,CID0102,P5069,viewed,2024-08-02
62515,CID0681,P6422,viewed,2024-07-18
62516,CID0948,P3106,purchased,2024-03-26
62517,CID0482,P1284,purchased,2024-02-22
62518,CID0754,P1539,purchased,2024-05-04
62519,CID0148,P3997,clicked,2024-01-25
62520,CID0093,P4587,purchased,2024-07-16
62521,CID0814,P6493,purchased,2024-08-02
62522,CID0626,P8282,viewed,2024-04-06
62523,CID0092,P5640,clicked,2024-09-01
62524,CID0319,P9202,purchased,2024-06-27
62525,CID0222,P8741,viewed,2024-07-31
62526,CID0050,P7189,clicked,2024-03-02
62527,CID0210,P3665,purchased,2024-01-08
62528,CID0505,P9068,clicked,2024-01-04
62529,CID0618,P6603,viewed,2024-07-13
62530,CID0397,P6344,viewed,2024-08-10
62531,CID0111,P8191,purchased,2024-09-12
62532,CID0784,P9068,viewed,2024-03-21
62533,CID0668,P4949,clicked,2024-03-07
62534,CID0187,P3106,viewed,2024-01-27
62535,CID0752,P1512,purchased,2024-04-16
62536,CID0841,P8741,clicked,2024-01-05
62537,CID0499,P7629,viewed,2024-04-22
62538,CID0879,P6493,purchased,2024-01-15
62539,CID0016,P9089,clicked,2024-06-06
62540,CID0676,P9842,clicked,2024-02-09
62541,CID0454,P1512,viewed,2024-03-11
62542,CID0964,P3997,viewed,2024-06-22
62543,CID0909,P9089,viewed,2024-04-08
62544,CID0066,P5741,clicked,2024-01-06
62545,CID0047,P3997,purchased,2024-06-04
62546,CID0667,P7189,viewed,2024-05-13
62547,CID0746,P9633,clicked,2024-02-08
62548,CID0400,P8741,clicked,2024-09-04
62549,CID0133,P9488,clicked,2024-01-18
62550,CID0239,P5741,purchased,2024-08-02
62551,CID0998,P7893,viewed,2024-04-16
62552,CID0073,P9488,clicked,2024-03-20
62553,CID0821,P8282,viewed,2024-02-25
62554,CID0648,P3696,purchased,2024-01-12
62555,CID0409,P5002,viewed,2024-06-01
62556,CID0186,P1284,clicked,2024-02-25
62557,CID0360,P1284,purchased,2024-04-26
62558,CID0736,P5640,clicked,2024-06-10
62559,CID0411,P3997,clicked,2024-08-30
62560,CID0115,P9842,viewed,2024-02-09
62561,CID0355,P5672,viewed,2024-02-23
62562,CID0547,P3997,purchased,2024-04-01
62563,CID0936,P5002,viewed,2024-04-17
62564,CID0966,P8104,clicked,2024-03-06
62565,CID0564,P1512,clicked,2024-07-03
62566,CID0904,P9633,purchased,2024-09-06
62567,CID0397,P3665,purchased,2024-05-08
62568,CID0667,P7513,purchased,2024-01-21
62569,CID0689,P6184,purchased,2024-05-31
62570,CID0146,P5741,clicked,2024-02-08
62571,CID0290,P5994,clicked,2024-06-25
62572,CID0911,P5002,viewed,2024-09-17
62573,CID0622,P3997,clicked,2024-05-04
62574,CID0594,P6422,clicked,2024-02-27
62575,CID0306,P1689,viewed,2024-03-05
62576,CID0272,P7893,clicked,2024-01-30
62577,CID0502,P6493,viewed,2024-06-11
62578,CID0548,P1512,purchased,2024-07-11
62579,CID0740,P6184,viewed,2024-02-05
62580,CID0364,P9633,viewed,2024-07-09
62581,CID0900,P4587,clicked,2024-02-17
62582,CID0288,P5640,viewed,2024-06-09
62583,CID0882,P9202,purchased,2024-03-07
62584,CID0387,P9813,purchased,2024-04-07
62585,CID0520,P6608,clicked,2024-06-26
62586,CID0162,P1615,purchased,2024-09-13
62587,CID0026,P3997,viewed,2024-04-11
62588,CID0245,P7189,clicked,2024-07-03
62589,CID0371,P9488,clicked,2024-01-01
62590,CID0219,P7513,clicked,2024-08-17
62591,CID0371,P8104,purchased,2024-07-12
62592,CID0742,P6603,purchased,2024-08-22
62593,CID0652,P8218,viewed,2024-03-25
62594,CID0170,P8741,purchased,2024-08-03
62595,CID0532,P6608,viewed,2024-09-10
62596,CID0168,P6603,purchased,2024-06-07
62597,CID0814,P4587,clicked,2024-01-08
62598,CID0058,P6493,purchased,2024-06-26
62599,CID0316,P7189,clicked,2024-02-19
62600,CID0640,P5002,clicked,2024-04-19
62601,CID0420,P6493,clicked,2024-02-25
62602,CID0466,P5994,purchased,2024-07-17
62603,CID0995,P5640,viewed,2024-01-16
62604,CID0945,P9854,clicked,2024-01-27
62605,CID0564,P1615,viewed,2024-08-27
62606,CID0769,P8191,viewed,2024-04-11
62607,CID0880,P2181,clicked,2024-03-21
62608,CID0317,P1615,purchased,2024-08-04
62609,CID0282,P1484,clicked,2024-02-29
62610,CID0565,P5085,purchased,2024-05-17
62611,CID0048,P9202,clicked,2024-03-05
62612,CID0668,P9813,clicked,2024-03-16
62613,CID0400,P1284,viewed,2024-09-16
62614,CID0878,P3997,clicked,2024-04-15
62615,CID0329,P5069,viewed,2024-03-25
62616,CID0798,P1284,viewed,2024-02-06
62617,CID0720,P9813,purchased,2024-05-19
62618,CID0063,P7629,clicked,2024-05-30
62619,CID0282,P8104,purchased,2024-03-12
62620,CID0315,P9842,viewed,2024-05-14
62621,CID0473,P8218,clicked,2024-04-07
62622,CID0249,P5741,clicked,2024-05-09
62623,CID0432,P5002,purchased,2024-06-17
62624,CID0671,P7629,purchased,2024-04-18
62625,CID0034,P1484,purchased,2024-06-08
62626,CID0910,P3106,clicked,2024-05-19
62627,CID0882,P9202,purchased,2024-09-15
62628,CID0183,P3665,viewed,2024-02-17
62629,CID0114,P3106,viewed,2024-05-24
62630,CID0529,P5640,viewed,2024-07-21
62631,CID0760,P5994,clicked,2024-06-03
62632,CID0983,P3696,clicked,2024-06-08
62633,CID0328,P5069,purchased,2024-06-17
62634,CID0039,P5669,viewed,2024-03-16
62635,CID0537,P9633,viewed,2024-09-23
62636,CID0063,P5085,purchased,2024-07-10
62637,CID0883,P1284,purchased,2024-08-09
62638,CID0185,P9854,viewed,2024-05-14
62639,CID0475,P5994,clicked,2024-06-05
62640,CID0610,P9488,clicked,2024-01-04
62641,CID0257,P1512,clicked,2024-07-13
62642,CID0474,P9089,clicked,2024-06-28
62643,CID0107,P8104,purchased,2024-03-09
62644,CID0117,P8218,purchased,2024-05-22
62645,CID0045,P5069,purchased,2024-05-20
62646,CID0094,P3997,clicked,2024-01-18
62647,CID0605,P6839,purchased,2024-07-28
62648,CID0459,P5728,viewed,2024-03-12
62649,CID0005,P9089,clicked,2024-06-05
62650,CID0623,P9089,viewed,2024-02-05
62651,CID0731,P9854,viewed,2024-04-17
62652,CID0183,P8104,clicked,2024-06-21
62653,CID0274,P9068,viewed,2024-05-01
62654,CID0707,P7893,viewed,2024-02-14
62655,CID0814,P8741,purchased,2024-08-03
62656,CID0443,P5672,clicked,2024-08-16
62657,CID0498,P8191,clicked,2024-06-28
62658,CID0319,P6839,purchased,2024-08-16
62659,CID0607,P5640,clicked,2024-07-16
62660,CID0733,P4587,purchased,2024-06-25
62661,CID0582,P5669,clicked,2024-05-07
62662,CID0874,P5672,clicked,2024-03-20
62663,CID0763,P7189,viewed,2024-04-15
62664,CID0255,P7513,clicked,2024-03-18
62665,CID0515,P3106,viewed,2024-01-04
62666,CID0381,P6493,viewed,2024-08-02
62667,CID0327,P3997,purchased,2024-07-11
62668,CID0927,P3997,viewed,2024-07-30
62669,CID0772,P5728,clicked,2024-05-18
62670,CID0110,P4531,viewed,2024-06-02
62671,CID0936,P6603,viewed,2024-02-11
62672,CID0652,P5640,clicked,2024-02-02
62673,CID0920,P6344,purchased,2024-07-20
62674,CID0372,P5640,clicked,2024-01-04
62675,CID0501,P8282,purchased,2024-02-29
62676,CID0926,P3576,viewed,2024-04-24
62677,CID0451,P1689,purchased,2024-05-03
62678,CID0253,P2181,viewed,2024-09-11
62679,CID0863,P8282,purchased,2024-04-08
62680,CID0668,P8218,clicked,2024-08-23
62681,CID0910,P5002,clicked,2024-02-24
62682,CID0864,P5085,purchased,2024-03-02
62683,CID0427,P5002,clicked,2024-06-01
62684,CID0727,P6608,clicked,2024-08-31
62685,CID0684,P9813,clicked,2024-07-20
62686,CID0342,P6603,purchased,2024-06-28
62687,CID0976,P3696,viewed,2024-08-05
62688,CID0906,P4587,clicked,2024-08-25
62689,CID0575,P1112,clicked,2024-03-19
62690,CID0994,P3665,purchased,2024-01-25
62691,CID0146,P4531,clicked,2024-05-07
62692,CID0989,P7189,viewed,2024-04-01
62693,CID0351,P6608,viewed,2024-05-09
62694,CID0477,P3665,clicked,2024-03-24
62695,CID0713,P6184,viewed,2024-08-10
62696,CID0151,P8104,viewed,2024-05-02
62697,CID0579,P4949,viewed,2024-08-05
62698,CID0434,P9854,viewed,2024-07-12
62699,CID0633,P8191,viewed,2024-05-27
62700,CID0965,P3696,viewed,2024-01-09
62701,CID0418,P7189,purchased,2024-06-13
62702,CID0426,P9842,viewed,2024-09-22
62703,CID0798,P8191,clicked,2024-04-05
62704,CID0590,P1484,viewed,2024-05-07
62705,CID0528,P2181,purchased,2024-03-31
62706,CID0957,P1484,purchased,2024-08-02
62707,CID0434,P9633,clicked,2024-09-05
62708,CID0897,P9854,viewed,2024-07-16
62709,CID0376,P9633,viewed,2024-03-27
62710,CID0498,P8218,viewed,2024-07-13
62711,CID0575,P9089,purchased,2024-07-16
62712,CID0561,P7189,viewed,2024-05-30
62713,CID0701,P1512,viewed,2024-08-04
62714,CID0739,P8218,clicked,2024-02-16
62715,CID0027,P3696,viewed,2024-03-01
62716,CID0458,P1284,purchased,2024-03-24
62717,CID0735,P2181,clicked,2024-04-23
62718,CID0355,P5085,purchased,2024-08-28
62719,CID0731,P5728,purchased,2024-04-29
62720,CID0848,P7189,clicked,2024-03-21
62721,CID0574,P1539,clicked,2024-09-23
62722,CID0409,P5069,purchased,2024-06-12
62723,CID0750,P5640,viewed,2024-05-18
62724,CID0563,P5741,purchased,2024-01-02
62725,CID0683,P9854,clicked,2024-08-24
62726,CID0327,P9202,viewed,2024-03-27
62727,CID0110,P6839,clicked,2024-05-16
62728,CID0237,P8741,viewed,2024-02-17
62729,CID0958,P6422,viewed,2024-04-02
62730,CID0255,P3997,clicked,2024-02-11
62731,CID0442,P6603,purchased,2024-02-25
62732,CID0115,P6839,clicked,2024-04-07
62733,CID0751,P5994,clicked,2024-06-21
62734,CID0047,P5672,viewed,2024-04-14
62735,CID0189,P1512,purchased,2024-09-02
62736,CID0832,P5640,viewed,2024-06-10
62737,CID0968,P9842,clicked,2024-08-04
62738,CID0052,P9488,viewed,2024-06-14
62739,CID0644,P1512,purchased,2024-02-18
62740,CID0014,P9842,viewed,2024-05-13
62741,CID0967,P9202,viewed,2024-07-07
62742,CID0347,P6603,viewed,2024-09-20
62743,CID0979,P7893,clicked,2024-04-08
62744,CID0544,P6839,viewed,2024-08-19
62745,CID0802,P8282,clicked,2024-01-11
62746,CID0807,P3106,viewed,2024-02-14
62747,CID0976,P9813,viewed,2024-08-17
62748,CID1000,P6603,viewed,2024-06-21
62749,CID0518,P8282,clicked,2024-04-01
62750,CID0036,P1539,viewed,2024-01-06
62751,CID0282,P9842,purchased,2024-02-28
62752,CID0570,P1284,viewed,2024-02-16
62753,CID0234,P3696,viewed,2024-01-26
62754,CID0355,P4531,viewed,2024-04-14
62755,CID0329,P6344,purchased,2024-01-20
62756,CID0725,P3106,viewed,2024-08-23
62757,CID0278,P7893,clicked,2024-07-18
62758,CID0932,P9813,clicked,2024-02-29
62759,CID0158,P3997,viewed,2024-02-17
62760,CID0638,P7189,viewed,2024-08-11
62761,CID0310,P5994,clicked,2024-04-14
62762,CID0671,P5672,purchased,2024-02-29
62763,CID0511,P9488,purchased,2024-06-10
62764,CID0460,P1615,clicked,2024-01-05
62765,CID0771,P6608,clicked,2024-08-06
62766,CID0316,P7189,purchased,2024-08-21
62767,CID0921,P1512,viewed,2024-03-15
62768,CID0064,P1539,purchased,2024-03-21
62769,CID0375,P4587,clicked,2024-01-12
62770,CID0317,P5994,purchased,2024-03-03
62771,CID0946,P1484,purchased,2024-01-14
62772,CID0914,P1689,viewed,2024-05-17
62773,CID0192,P5640,purchased,2024-08-07
62774,CID0211,P8191,clicked,2024-03-27
62775,CID0031,P5994,viewed,2024-07-09
62776,CID0911,P7308,clicked,2024-07-24
62777,CID0956,P4949,viewed,2024-08-29
62778,CID0821,P5741,clicked,2024-06-27
